dev_len,med_len,min_length,max_length,same_len,stat_0,stat_1,suf,tsisy_suf,entropie,sim,code
2.0615528128088303,4.5,1,7,2,0.4444444444444444,0.5555555555555556,3,0.75,3.0,0.6508658008658008,0
1.7888543819998317,6.0,2,7,1,0.44,0.56,2,0.8,2.321928094887362,0.5570512820512821,1
1.8633899812498247,5.0,1,7,1,0.6206896551724138,0.3793103448275862,4,0.8333333333333334,2.584962500721156,0.6290909090909091,0
1.3564659966250536,4.0,3,7,1,0.391304347826087,0.6086956521739131,1,0.8,2.321928094887362,0.5931818181818181,1
1.118033988749895,2.5,1,4,0,0.4,0.6,2,0.75,2.0,0.3888888888888889,0
1.0,5.0,4,6,0,0.7,0.3,0,1.0,1.0,0.6,1
1.9148542155126762,2.5,1,7,2,0.2777777777777778,0.7222222222222222,4,0.6666666666666666,2.584962500721156,0.4866666666666667,0
0.0,6.0,6,6,0,0.6666666666666666,0.3333333333333333,0,1.0,-0.0,1.0,1
1.624807680927192,3.0,2,6,1,0.3888888888888889,0.6111111111111112,2,0.6,2.321928094887362,0.4986111111111111,0
2.29128784747792,3.0,1,7,0,0.5,0.5,2,0.75,2.0,0.5373737373737374,0
2.0,4.0,1,7,0,0.55,0.45,1,0.8,2.321928094887362,0.4178571428571428,0
1.4142135623730951,5.0,3,7,2,0.5,0.5,3,0.6666666666666666,2.584962500721156,0.7505194805194805,1
2.030381486221699,3.0,1,7,1,0.4444444444444444,0.5555555555555556,5,0.7142857142857143,2.807354922057604,0.4226190476190476,0
1.8257418583505538,4.0,2,7,3,0.6153846153846154,0.38461538461538464,4,0.5555555555555556,3.1699250014423126,0.5226190476190476,0
2.23606797749979,4.0,1,7,0,0.375,0.625,2,0.75,2.0,0.5,0
2.345207879911715,2.0,1,7,1,0.4166666666666667,0.5833333333333334,3,0.5,2.0,0.3055555555555555,0
1.8856180831641267,7.0,3,7,1,0.6470588235294118,0.35294117647058826,1,0.6666666666666666,1.5849625007211563,0.6571428571428571,1
1.7275343701356567,5.0,2,7,3,0.5945945945945946,0.40540540540540543,4,0.625,3.0,0.46724386724386724,0
2.1354156504062622,2.0,1,7,1,0.4375,0.5625,1,0.8,2.321928094887362,0.6151515151515151,0
1.7853571071357126,5.0,2,7,1,0.3157894736842105,0.6842105263157895,1,0.75,2.0,0.6481481481481481,1
1.5,4.5,3,6,0,0.5555555555555556,0.4444444444444444,0,1.0,1.0,0.6666666666666666,1
1.987615979999813,5.0,1,7,3,0.3488372093023256,0.6511627906976745,5,0.7777777777777778,3.1699250014423126,0.4684163059163059,0
1.118033988749895,3.0,1,4,2,0.5333333333333333,0.4666666666666667,4,0.6666666666666666,2.584962500721156,0.5809523809523809,0
1.852592444503674,3.0,1,7,3,0.6071428571428571,0.39285714285714285,9,0.4444444444444444,3.1699250014423126,0.6172619047619048,0
1.699673171197595,4.0,3,7,0,0.5714285714285714,0.42857142857142855,1,0.6666666666666666,1.5849625007211563,0.6103896103896104,1
1.9309052441091963,6.0,1,7,1,0.5116279069767442,0.4883720930232558,8,0.6666666666666666,3.1699250014423126,0.5691738816738816,0
1.2,6.0,4,7,2,0.48148148148148145,0.5185185185185185,0,1.0,2.321928094887362,0.6068181818181818,1
2.160246899469287,6.0,2,7,0,0.4,0.6,1,0.6666666666666666,1.5849625007211563,0.5576923076923077,1
1.699673171197595,5.0,1,7,2,0.5476190476190477,0.4523809523809524,7,0.6666666666666666,3.1699250014423126,0.6635989010989011,0
1.5,5.5,4,7,0,0.5454545454545454,0.45454545454545453,0,1.0,1.0,0.5454545454545454,1
1.247219128924647,4.0,3,6,0,0.3076923076923077,0.6923076923076923,1,0.6666666666666666,1.5849625007211563,0.43333333333333335,1
0.7071067811865476,4.0,3,5,1,0.5,0.5,0,1.0,2.0,0.7579365079365079,1
2.0,5.0,1,7,3,0.5714285714285714,0.42857142857142855,7,0.6666666666666666,3.1699250014423126,0.5135114885114885,0
2.1189138534559038,3.0,1,7,1,0.6538461538461539,0.34615384615384615,5,0.5714285714285714,2.807354922057604,0.5074074074074074,0
2.0,3.0,1,5,0,0.3333333333333333,0.6666666666666666,1,0.5,1.0,0.3333333333333333,1
1.996089927833914,5.5,1,7,1,0.43243243243243246,0.5675675675675675,5,0.75,3.0,0.3581632653061224,0
1.5713484026367723,5.0,2,7,3,0.45,0.55,4,0.7777777777777778,3.1699250014423126,0.553564491064491,0
0.9428090415820634,5.0,5,7,1,0.47058823529411764,0.5294117647058824,0,1.0,1.5849625007211563,0.6333333333333333,1
2.160246899469287,5.0,1,6,0,0.5,0.5,1,0.6666666666666666,1.5849625007211563,0.23376623376623376,1
1.355261854357877,4.0,2,6,2,0.4827586206896552,0.5172413793103449,4,0.7142857142857143,2.807354922057604,0.5873015873015873,0
1.920286436967152,3.0,1,6,0,0.46153846153846156,0.5384615384615384,1,0.75,2.0,0.22857142857142856,0
1.5,3.5,2,5,0,0.2857142857142857,0.7142857142857143,0,1.0,1.0,0.2857142857142857,1
1.632993161855452,4.0,2,6,0,0.5,0.5,1,0.6666666666666666,1.5849625007211563,0.325,1
0.8944271909999159,5.0,4,6,2,0.48,0.52,0,1.0,2.321928094887362,0.6530303030303031,1
2.160246899469287,6.0,2,7,0,0.4,0.6,0,1.0,1.5849625007211563,0.452991452991453,1
0.0,5.0,5,5,1,0.5,0.5,0,1.0,1.0,0.6,1
1.118033988749895,5.5,4,7,0,0.5454545454545454,0.45454545454545453,1,0.75,2.0,0.6919191919191919,1
2.160246899469287,2.0,1,6,0,0.5555555555555556,0.4444444444444444,1,0.6666666666666666,1.5849625007211563,0.14285714285714285,1
2.5,3.5,1,6,0,0.5714285714285714,0.42857142857142855,1,0.5,1.0,0.2857142857142857,1
1.699673171197595,3.0,1,7,2,0.45454545454545453,0.5454545454545454,6,0.5555555555555556,3.1699250014423126,0.638095238095238,0
1.9166296949998198,5.0,2,7,2,0.3225806451612903,0.6774193548387096,3,0.7142857142857143,2.807354922057604,0.5802253302253302,0
1.247219128924647,2.0,1,4,0,0.5714285714285714,0.42857142857142855,1,0.6666666666666666,1.5849625007211563,0.5,1
2.0463381929681126,6.0,2,7,1,0.3333333333333333,0.6666666666666666,2,0.75,2.0,0.48677248677248675,1
1.4142135623730951,4.0,2,6,0,0.45,0.55,1,0.8,2.321928094887362,0.8031746031746032,1
0.6871842709362768,6.0,5,7,2,0.5945945945945946,0.40540540540540543,0,1.0,2.584962500721156,0.7198135198135198,1
1.8547236990991407,5.0,1,6,1,0.5,0.5,2,0.8,2.321928094887362,0.5580808080808081,1
1.8856180831641267,5.0,1,5,1,0.36363636363636365,0.6363636363636364,2,0.6666666666666666,1.5849625007211563,0.4666666666666667,1
1.0,3.0,2,4,0,0.6666666666666666,0.3333333333333333,0,1.0,1.0,0.6666666666666666,1
1.2777531299998799,6.0,3,7,2,0.575,0.425,1,0.8571428571428571,2.807354922057604,0.5111370111370112,1
1.624807680927192,5.0,2,6,1,0.5,0.5,1,0.8,2.321928094887362,0.5405844155844156,1
2.5,4.5,2,7,0,0.4444444444444444,0.5555555555555556,0,1.0,1.0,0.4444444444444444,1
0.0,3.0,3,3,1,0.3333333333333333,0.6666666666666666,0,1.0,1.0,0.6666666666666666,1
1.6903085094570331,6.0,2,7,1,0.5714285714285714,0.42857142857142855,2,0.8571428571428571,2.807354922057604,0.5061253561253561,1
2.5,4.5,2,7,0,0.6666666666666666,0.3333333333333333,1,0.5,1.0,0.4444444444444444,1
1.5713484026367723,4.0,2,7,3,0.475,0.525,4,0.6666666666666666,3.1699250014423126,0.5855963480963481,0
2.0463381929681126,4.5,1,7,2,0.5882352941176471,0.4117647058823529,6,0.625,3.0,0.5193877551020408,0
1.6733200530681511,4.0,1,7,1,0.5,0.5,4,0.8,3.321928094887362,0.4351851851851852,0
1.8027756377319946,4.0,2,7,3,0.4166666666666667,0.5833333333333334,4,0.625,3.0,0.5346938775510204,0
1.2936264483053452,5.0,3,7,2,0.53125,0.46875,2,0.7142857142857143,2.807354922057604,0.7055555555555555,0
2.5,3.5,1,6,0,0.2857142857142857,0.7142857142857143,1,0.5,1.0,0.2857142857142857,1
1.0897247358851685,3.0,2,5,1,0.5384615384615384,0.46153846153846156,1,0.75,2.0,0.49444444444444446,1
2.0548046676563256,3.0,1,6,0,0.6,0.4,1,0.6666666666666666,1.5849625007211563,0.4722222222222222,1
2.1540659228538015,3.0,1,7,0,0.5,0.5,1,0.8,2.321928094887362,0.48194444444444445,0
0.0,4.0,4,4,1,0.75,0.25,0,1.0,1.0,0.5,1
1.4832396974191326,3.0,1,6,4,0.4,0.6,10,0.6,3.321928094887362,0.5494708994708994,0
0.5,3.5,3,4,0,0.2857142857142857,0.7142857142857143,0,1.0,1.0,0.2857142857142857,1
1.6903085094570331,4.0,1,6,2,0.42857142857142855,0.5714285714285714,4,0.7142857142857143,2.807354922057604,0.5998677248677249,0
2.0024984394500787,4.0,1,7,4,0.5581395348837209,0.4418604651162791,9,0.5,3.321928094887362,0.5825396825396826,0
0.5,5.5,5,6,0,0.45454545454545453,0.5454545454545454,0,1.0,1.0,0.5454545454545454,1
2.1147629234082532,2.0,1,7,1,0.42105263157894735,0.5789473684210527,3,0.6666666666666666,2.584962500721156,0.44999999999999996,0
2.0,3.0,1,5,0,0.5,0.5,0,1.0,1.0,0.3333333333333333,1
2.1213203435596424,4.0,1,7,1,0.4375,0.5625,2,0.75,2.0,0.35000000000000003,1
1.8294640678379568,5.0,1,7,2,0.36363636363636365,0.6363636363636364,5,0.7142857142857143,2.807354922057604,0.4932289932289932,0
1.469693845669907,6.0,3,7,1,0.6538461538461539,0.34615384615384615,0,1.0,2.321928094887362,0.6261904761904762,1
0.0,5.0,5,5,1,0.7,0.3,0,1.0,1.0,0.6,1
1.8856180831641267,3.0,3,7,1,0.38461538461538464,0.6153846153846154,0,1.0,1.5849625007211563,0.6,1
1.5,4.5,3,6,0,0.5555555555555556,0.4444444444444444,0,1.0,1.0,0.4444444444444444,1
0.816496580927726,4.0,3,5,0,0.4166666666666667,0.5833333333333334,1,0.6666666666666666,1.5849625007211563,0.6607142857142857,1
2.160246899469287,6.0,2,7,0,0.3333333333333333,0.6666666666666666,1,0.6666666666666666,1.5849625007211563,0.4807692307692308,1
1.5518257844571737,4.0,1,6,2,0.3793103448275862,0.6206896551724138,3,0.8571428571428571,2.807354922057604,0.5666666666666667,1
0.82915619758885,1.5,1,3,1,0.42857142857142855,0.5714285714285714,2,0.5,2.0,0.2222222222222222,0
0.5,4.5,4,5,2,0.5555555555555556,0.4444444444444444,1,0.5,2.0,0.611111111111111,1
1.8867962264113207,4.0,1,7,3,0.34210526315789475,0.6578947368421053,10,0.7,3.321928094887362,0.48714125380792045,0
1.7633419974582356,4.0,1,6,3,0.5806451612903226,0.41935483870967744,6,0.5,3.0,0.6857142857142857,0
1.9390719429665315,5.0,1,7,3,0.5,0.5,7,0.7,3.321928094887362,0.49832451499118163,0
1.6909686573085854,3.0,1,7,2,0.4,0.6,7,0.5,3.0,0.572108843537415,0
1.7204650534085253,5.0,2,7,0,0.5,0.5,2,0.8,2.321928094887362,0.5641996891996892,1
2.5,4.5,2,7,0,0.5555555555555556,0.4444444444444444,0,1.0,1.0,0.4444444444444444,1
1.247219128924647,6.0,4,7,0,0.47058823529411764,0.5294117647058824,0,1.0,1.5849625007211563,0.5076923076923077,1
1.8257418583505538,3.0,1,6,2,0.3888888888888889,0.6111111111111112,6,0.3333333333333333,2.584962500721156,0.5533333333333333,0
1.6583123951777,6.0,3,7,1,0.45454545454545453,0.5454545454545454,2,0.75,2.0,0.5833333333333334,1
1.7716909687891083,3.5,1,6,2,0.5217391304347826,0.4782608695652174,3,0.6666666666666666,2.584962500721156,0.49936507936507935,0
1.3437096247164249,4.5,3,7,1,0.5862068965517241,0.41379310344827586,1,0.8333333333333334,2.584962500721156,0.6046031746031746,1
1.469693845669907,6.0,3,7,1,0.6538461538461539,0.34615384615384615,0,1.0,2.321928094887362,0.6371794871794871,1
1.4142135623730951,5.0,3,7,1,0.4,0.6,1,0.75,2.0,0.7111111111111111,1
1.79843682124227,3.0,2,7,2,0.41379310344827586,0.5862068965517241,3,0.625,3.0,0.545578231292517,0
1.8257418583505538,5.0,1,7,3,0.3333333333333333,0.6666666666666666,8,0.6666666666666666,3.1699250014423126,0.37351190476190477,0
2.0615528128088303,5.5,1,6,1,0.5,0.5,1,0.75,2.0,0.30158730158730157,1
2.0591260281974,3.5,1,7,2,0.4090909090909091,0.5909090909090909,6,0.7,3.321928094887362,0.37037037037037035,0
0.4714045207910317,4.0,4,5,1,0.5384615384615384,0.46153846153846156,0,1.0,1.5849625007211563,0.4444444444444444,1
2.449489742783178,4.0,1,7,0,0.5833333333333334,0.4166666666666667,1,0.6666666666666666,1.5849625007211563,0.3068181818181818,1
2.165063509461097,2.0,2,7,1,0.46153846153846156,0.5384615384615384,0,1.0,2.0,0.4444444444444444,1
0.82915619758885,5.5,4,6,1,0.42857142857142855,0.5714285714285714,1,0.75,2.0,0.7252525252525253,1
0.0,7.0,7,7,0,0.2857142857142857,0.7142857142857143,0,1.0,-0.0,1.0,1
2.006163342807532,5.0,1,7,2,0.375,0.625,6,0.5555555555555556,3.1699250014423126,0.5887265512265513,0
1.3266499161421599,5.0,3,7,1,0.5416666666666666,0.4583333333333333,1,0.8,2.321928094887362,0.6767857142857143,1
2.0,5.0,3,7,0,0.4,0.6,0,1.0,1.0,0.4,1
1.469693845669907,6.0,3,7,1,0.6538461538461539,0.34615384615384615,0,1.0,2.321928094887362,0.6246753246753247,1
1.0,3.0,2,4,0,0.6666666666666666,0.3333333333333333,1,0.5,1.0,0.6666666666666666,1
1.632993161855452,5.0,2,7,3,0.5111111111111111,0.4888888888888889,1,0.8888888888888888,3.1699250014423126,0.5387896825396825,1
2.5,3.5,1,6,0,0.7142857142857143,0.2857142857142857,0,1.0,1.0,0.2857142857142857,1
2.0,4.0,2,6,0,0.5,0.5,1,0.5,1.0,0.5,1
0.816496580927726,2.0,1,3,0,0.5,0.5,1,0.6666666666666666,1.5849625007211563,0.3333333333333333,0
2.1140330656044943,3.0,1,7,3,0.4375,0.5625,8,0.5555555555555556,3.1699250014423126,0.3794642857142857,0
0.4714045207910317,4.0,4,5,1,0.5384615384615384,0.46153846153846156,0,1.0,1.5849625007211563,0.7083333333333333,1
2.3323807579381204,5.0,1,7,1,0.4782608695652174,0.5217391304347826,2,0.6,2.321928094887362,0.55,1
2.560381915956203,5.0,1,7,2,0.6153846153846154,0.38461538461538464,5,0.5,2.584962500721156,0.47502497502497504,0
0.0,7.0,7,7,0,0.7142857142857143,0.2857142857142857,0,1.0,-0.0,1.0,1
0.5,6.5,6,7,0,0.46153846153846156,0.5384615384615384,0,1.0,1.0,0.46153846153846156,1
1.5713484026367723,6.0,3,7,3,0.40816326530612246,0.5918367346938775,3,0.8888888888888888,3.1699250014423126,0.6061688311688311,0
1.5,3.0,1,5,3,0.5,0.5,9,0.375,3.0,0.6482993197278911,0
0.816496580927726,5.0,4,6,0,0.3333333333333333,0.6666666666666666,0,1.0,1.5849625007211563,0.696969696969697,1
0.0,4.0,4,4,1,0.625,0.375,0,1.0,1.0,0.75,1
1.8547236990991407,5.0,2,7,0,0.5652173913043478,0.43478260869565216,4,0.6,2.321928094887362,0.6371753246753247,0
3.0,4.0,1,7,0,0.625,0.375,0,1.0,1.0,0.25,1
1.5723301886761007,4.0,2,7,1,0.36,0.64,2,0.6666666666666666,2.584962500721156,0.31142857142857144,1
1.8257418583505538,5.0,1,7,3,0.5476190476190477,0.4523809523809524,5,0.7777777777777778,3.1699250014423126,0.4986111111111111,0
1.9507833184532708,5.0,1,6,2,0.6,0.4,6,0.6666666666666666,2.584962500721156,0.38095238095238093,1
2.5,4.5,2,7,0,0.2222222222222222,0.7777777777777778,0,1.0,1.0,0.4444444444444444,1
1.5360257159305635,4.5,3,7,2,0.3902439024390244,0.6097560975609756,1,0.875,3.0,0.6339929911358483,0
2.166535841157586,4.0,1,7,1,0.4444444444444444,0.5555555555555556,5,0.7142857142857143,2.807354922057604,0.29484126984126985,0
1.6,3.0,1,6,1,0.5,0.5,3,0.8,2.321928094887362,0.5416666666666666,0
2.160246899469287,2.0,1,6,0,0.5555555555555556,0.4444444444444444,1,0.6666666666666666,1.5849625007211563,0.47619047619047616,1
0.7483314773547883,2.0,1,3,2,0.5454545454545454,0.45454545454545453,2,0.6,2.321928094887362,0.2833333333333333,0
1.4966629547095767,5.0,3,7,2,0.4074074074074074,0.5925925925925926,0,1.0,2.321928094887362,0.5285714285714286,1
2.1540659228538015,3.0,1,7,0,0.6666666666666666,0.3333333333333333,3,0.6,2.321928094887362,0.6125,0
0.82915619758885,3.5,3,5,1,0.4666666666666667,0.5333333333333333,1,0.75,2.0,0.6388888888888888,1
2.078698548207745,5.0,1,7,2,0.5909090909090909,0.4090909090909091,3,0.8888888888888888,3.1699250014423126,0.5122294372294373,0
1.7853571071357126,4.0,1,6,1,0.5333333333333333,0.4666666666666667,2,0.75,2.0,0.29523809523809524,0
1.4907119849998598,4.0,1,5,2,0.5909090909090909,0.4090909090909091,5,0.6666666666666666,2.584962500721156,0.5166666666666666,0
1.247219128924647,3.0,2,5,0,0.8,0.2,1,0.6666666666666666,1.5849625007211563,0.5357142857142857,0
1.6613247725836149,3.5,1,7,2,0.5526315789473685,0.4473684210526316,10,0.6,3.321928094887362,0.6767195767195767,0
0.6324555320336759,4.0,3,5,1,0.4,0.6,1,0.6,2.321928094887362,0.625,1
2.165063509461097,3.5,1,7,0,0.4,0.6,1,0.75,2.0,0.38333333333333336,0
2.247220505424423,5.5,1,7,3,0.4888888888888889,0.5111111111111111,10,0.7,3.321928094887362,0.4972915972915973,0
1.4907119849998598,4.5,3,7,1,0.5,0.5,3,0.6666666666666666,2.584962500721156,0.73989898989899,0
1.8027756377319946,3.5,1,7,2,0.39285714285714285,0.6071428571428571,7,0.625,3.0,0.5514430014430014,0
1.640535895581489,5.0,2,7,3,0.43902439024390244,0.5609756097560976,4,0.6666666666666666,3.1699250014423126,0.6717261904761904,0
1.3437096247164249,3.5,1,5,1,0.42105263157894735,0.5789473684210527,3,0.6666666666666666,2.584962500721156,0.5665079365079365,0
2.449489742783178,4.0,1,7,0,0.5,0.5,1,0.6666666666666666,1.5849625007211563,0.325,1
1.2183492931011204,2.0,1,5,3,0.3684210526315789,0.631578947368421,6,0.375,3.0,0.47619047619047616,0
1.5,5.5,4,7,0,0.45454545454545453,0.5454545454545454,0,1.0,1.0,0.36363636363636365,1
1.5986105077709065,3.5,1,6,1,0.5454545454545454,0.45454545454545453,3,0.6666666666666666,2.584962500721156,0.4038095238095238,0
2.3151673805580453,5.0,1,7,0,0.6666666666666666,0.3333333333333333,1,0.8,2.321928094887362,0.3839285714285714,1
1.247219128924647,2.0,1,4,0,0.2857142857142857,0.7142857142857143,3,0.3333333333333333,1.5849625007211563,0.5333333333333333,0
1.9390719429665315,6.0,2,7,1,0.4230769230769231,0.5769230769230769,1,0.8,2.321928094887362,0.6183538683538683,1
2.1354156504062622,4.0,1,7,0,0.5789473684210527,0.42105263157894735,3,0.8,2.321928094887362,0.4125,0
2.117634293262177,3.5,1,7,1,0.5862068965517241,0.41379310344827586,7,0.5,3.0,0.47165532879818595,0
1.9364916731037085,5.0,1,7,2,0.4375,0.5625,6,0.625,3.0,0.3214285714285714,0
1.6153559979150107,4.5,1,6,3,0.48484848484848486,0.5151515151515151,7,0.625,3.0,0.5572150072150072,0
1.6393596310755,2.5,2,6,1,0.5384615384615384,0.46153846153846156,1,0.75,2.0,0.5481481481481482,1
1.7916128329552332,2.0,1,6,3,0.5714285714285714,0.42857142857142855,10,0.4444444444444444,3.1699250014423126,0.44166666666666665,0
1.5,4.5,3,6,0,0.4444444444444444,0.5555555555555556,0,1.0,1.0,0.6666666666666666,1
2.494438257849294,5.0,1,7,0,0.46153846153846156,0.5384615384615384,1,0.6666666666666666,1.5849625007211563,0.5416666666666667,1
1.7888543819998317,2.0,1,6,1,0.5333333333333333,0.4666666666666667,4,0.4,2.321928094887362,0.23809523809523808,0
2.0615528128088303,4.5,2,7,0,0.5,0.5,0,1.0,2.0,0.5532763532763533,1
2.1921577396609844,5.0,2,7,2,0.3793103448275862,0.6206896551724138,1,0.8333333333333334,2.584962500721156,0.5333333333333333,1
0.5,3.5,3,4,0,0.7142857142857143,0.2857142857142857,1,0.5,1.0,0.8571428571428571,1
2.0245407953653998,5.0,1,7,2,0.5434782608695652,0.45652173913043476,5,0.7777777777777778,3.1699250014423126,0.6268127705627705,0
1.4142135623730951,1.0,1,4,1,0.5,0.5,1,0.6666666666666666,1.5849625007211563,0.2,0
2.280350850198276,6.0,1,7,1,0.32,0.68,1,0.8,2.321928094887362,0.6175824175824176,1
1.9790570145063195,5.0,1,7,1,0.4444444444444444,0.5555555555555556,3,0.6666666666666666,2.584962500721156,0.4872904872904873,0
1.699673171197595,6.0,3,7,3,0.5625,0.4375,2,0.6666666666666666,2.584962500721156,0.4888888888888889,1
1.833030277982336,6.0,3,7,2,0.5384615384615384,0.46153846153846156,0,1.0,2.321928094887362,0.5277777777777778,1
1.7284832429004495,4.0,1,7,1,0.5945945945945946,0.40540540540540543,6,0.7777777777777778,3.1699250014423126,0.6070707070707071,0
1.0897247358851685,6.0,4,7,1,0.6086956521739131,0.391304347826087,1,0.75,2.0,0.7757575757575758,1
1.4142135623730951,3.0,1,5,1,0.4166666666666667,0.5833333333333334,1,0.75,2.0,0.5277777777777778,0
1.5118578920369088,5.0,2,7,2,0.5428571428571428,0.45714285714285713,0,1.0,2.807354922057604,0.617974617974618,1
1.7950549357115013,2.5,2,7,1,0.45,0.55,3,0.6666666666666666,2.584962500721156,0.6514285714285715,0
2.227105745132009,6.0,1,6,1,0.5714285714285714,0.42857142857142855,3,0.8,2.321928094887362,0.5297619047619048,0
0.8,3.0,3,5,1,0.6111111111111112,0.3888888888888889,1,0.8,2.321928094887362,0.6636904761904762,1
0.4714045207910317,3.0,3,4,1,0.4,0.6,0,1.0,1.5849625007211563,0.47619047619047616,1
1.6393596310755,3.5,1,5,2,0.5,0.5,7,0.625,3.0,0.4903628117913832,0
1.0897247358851685,5.0,3,6,1,0.5789473684210527,0.42105263157894735,0,1.0,2.0,0.5252525252525252,1
1.224744871391589,3.5,3,6,1,0.3125,0.6875,0,1.0,2.0,0.562962962962963,1
2.1285234893930487,4.0,1,7,2,0.5161290322580645,0.4838709677419355,5,0.7142857142857143,2.807354922057604,0.2976190476190476,0
3.0,4.0,1,7,0,0.125,0.875,1,0.5,1.0,0.25,1
